Record Length,1.024000e+03,,          0.00000, -16.98970,
Sample Interval,2.466067e+00,,          2.46607, -20.18970,
Trigger Point,0.000000000000e+00,,          4.93213, -45.78970,
,,,          7.39820, -46.98970,
,,,          9.86427, -45.78970,
,,,         12.33033, -46.98970,
Source,MATH,,         14.79640, -45.78970,
Vertical Units,dB,,         17.26247, -38.98970,
Vertical Scale,1.000000e+01,,         19.72854, -46.98970,
Vertical Offset,0.000000e+00,,         22.19460, -46.98970,
Horizontal Units,Hz,,         24.66067, -46.98970,
Horizontal Scale,2.525253e+02,,         27.12674, -46.98970,
Pt Fmt,Y,,         29.59280, -46.98970,
Yzero,-6.989700e+00,,         32.05887, -43.78970,
Probe Atten,1.000000e+00,,         34.52494, -45.78970,
Model Number,TDS2012B,,         36.99100, -46.98970,
Serial Number,C056597,,         39.45707, -46.98970,
Firmware Version,FV:v22.01,,         41.92314, -45.78970,
,,,44.38921, -43.78970,
,,,46.85528, -46.98970,
,,,49.32135, -46.98970,
,,,51.78742, -45.78970,
,,,54.25349, -46.98970,
,,,56.71956, -46.98970,
,,,59.18563, -46.98970,
,,,61.65170, -45.78970,
,,,64.11777, -42.98970,
,,,66.58384, -45.78970,
,,,69.04991, -46.98970,
,,,71.51598, -46.98970,
,,,73.98205, -46.98970,
,,,76.44812, -46.98970,
,,,78.91419, -46.98970,
,,,81.38026, -46.98970,
,,,83.84633, -46.98970,
,,,86.31240, -45.78970,
,,,88.77847, -42.98970,
,,,91.24454, -46.98970,
,,,93.71061, -42.98970,
,,,96.17668, -43.38970,
,,,98.64275, -43.38970,
,,,101.10882, -46.98970,
,,,103.57489, -45.78970,
,,,106.04096, -46.98970,
,,,108.50703, -45.78970,
,,,110.97310, -46.98970,
,,,113.43917, -43.38970,
,,,115.90524, -42.98970,
,,,118.37131, -46.98970,
,,,120.83738, -46.98970,
,,,123.30345, -46.98970,
,,,125.76952, -46.98970,
,,,128.23559, -45.78970,
,,,130.70166, -46.98970,
,,,133.16773, -46.98970,
,,,135.63380, -45.78970,
,,,138.09987, -46.98970,
,,,140.56594, -46.98970,
,,,143.03201, -46.98970,
,,,145.49808, -46.98970,
,,,147.96415, -39.78970,
,,,150.43022, -40.58970,
,,,152.89629, -41.78970,
,,,155.36236, -45.78970,
,,,157.82843, -46.98970,
,,,160.29450, -46.98970,
,,,162.76057, -46.98970,
,,,165.22664, -46.98970,
,,,167.69271, -45.78970,
,,,170.15878, -42.98970,
,,,172.62485, -46.98970,
,,,175.09092, -46.98970,
,,,177.55699, -43.78970,
,,,180.02306, -46.98970,
,,,182.48913, -46.98970,
,,,184.95520, -46.98970,
,,,187.42127, -46.98970,
,,,189.88734, -46.98970,
,,,192.35341, -43.78970,
,,,194.81948, -46.98970,
,,,197.28555, -45.78970,
,,,199.75162, -46.98970,
,,,202.21769, -46.98970,
,,,204.68376, -46.98970,
,,,207.14983, -46.98970,
,,,209.61590, -43.38970,
,,,212.08197, -40.58970,
,,,214.54804, -43.78970,
,,,217.01411, -46.98970,
,,,219.48018, -46.98970,
,,,221.94625, -46.98970,
,,,224.41232, -46.98970,
,,,226.87839, -46.98970,
,,,229.34446, -45.78970,
,,,231.81053, -45.78970,
,,,234.27660, -46.98970,
,,,236.74267, -46.98970,
,,,239.20874, -46.98970,
,,,241.67481, -46.98970,
